cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
218,191,85,2011-07-18 06:14:37 UTC,0.0201,183838.26685227265,224931.56,41093.293147727345,39014.152187300948,5,4,Aprovada
309,564,85,2020-01-21 19:43:11 UTC,0.0135,32649.570266172483,56293.75,23644.179733827517,552.86601672550637,119,1,Aprovada
647,938,85,2020-10-05 11:48:51 UTC,0.0081,115525.21910514867,195909.91,80384.69089485133,6280.07683435454,20,0,Aprovada
674,904,85,2021-06-09 15:16:45 UTC,0.0141,20523.899334026122,31494.17,10970.270665973874,389.55617141794943,97,2,Aprovada
1301,5,85,2014-05-22 09:44:17 UTC,0.0196,152921.38269296207,208821.59,55900.207307037941,10664.144118737466,17,1,Aprovada
1313,316,85,2020-03-11 20:14:18 UTC,0.0131,116559.93373979631,165625.46,49065.526260203675,1998.152978670983,111,2,Aprovada
73,11,86,2013-08-01 11:26:43 UTC,0.0164,116948.6079171091,159991.26,43042.65208289092,8369.5924966251587,16,3,Aprovada
83,360,86,2014-06-05 09:52:56 UTC,0.0195,21361.546406382848,29974.42,8612.8735936171488,664.84862088455952,51,1,Aprovada
439,998,86,2016-09-17 03:47:03 UTC,0.0185,18134.254799017228,23060.59,4926.3352009827713,457.79888607590891,72,6,Aprovada
636,372,86,2019-06-11 07:40:10 UTC,0.0163,116099.0798545229,177649.13,61550.0501454771,20468.626861275156,6,6,Aprovada
716,597,86,2010-06-14 07:15:45 UTC,0.0191,146368.57314874063,214521.63,68153.056851259375,3281.0591074510435,101,3,Aprovada
923,38,86,2020-07-30 15:26:47 UTC,0.0212,186247.6383658906,229957.55,43709.911634109376,6644.183377401484,43,6,Aprovada
20,295,87,2011-08-03 13:42:31 UTC,0.0135,184154.9952861318,233173.98,49018.984713868194,3129.1009385389193,118,0,Aprovada
282,168,87,2013-12-03 05:41:13 UTC,0.0225,5068.7156679178206,7684.05,2615.3343320821796,2620.209597172322,2,6,Aprovada
809,225,87,2016-11-22 18:03:15 UTC,0.0147,11154.788634430533,18381.85,7227.0613655694642,233.52793963355583,83,4,Aprovada
834,132,87,2013-11-09 08:32:22 UTC,0.0117,84568.882577666533,122383.67,37814.787422333466,85558.338503824911,1,1,Aprovada
876,396,87,2011-12-25 20:27:50 UTC,0.0217,14469.349105011557,22074.86,7605.5108949884434,14783.333980590272,1,1,Aprovada
1474,123,87,2019-06-28 00:53:04 UTC,0.0126,104405.01407654982,162018.64,57613.625923450192,8181.3440512012112,14,0,Aprovada
1673,28,87,2018-05-30 16:04:13 UTC,0.0132,139839.834712349,240449.39,100609.555287651,2861.3031234045952,79,5,Aprovada
1687,97,87,2014-04-08 10:59:32 UTC,0.0238,8478.4817718420236,15061.37,6582.8882281579781,266.85621950616786,60,0,Aprovada
1949,928,87,2019-04-12 19:01:14 UTC,0.0224,33744.090802491904,61689.62,27945.529197508095,2111.7820468693908,20,2,Aprovada
105,948,88,2016-08-08 01:19:26 UTC,0.0212,5054.6649986246748,9340.3,4285.6350013753245,125.3534872362675,92,2,Aprovada
536,595,88,2016-01-20 22:09:25 UTC,0.0168,54151.641340857735,105985.92,51834.278659142263,2255.3156115321112,31,4,Aprovada
1345,872,88,2017-07-19 21:17:48 UTC,0.0174,110632.42144799627,181574.05,70941.62855200372,3862.127457871969,40,4,Aprovada
1865,234,88,2014-11-19 05:30:19 UTC,0.0119,128592.67866901167,248405.95,119813.27133098834,3119.877453177171,57,4,Aprovada
223,909,89,2017-02-09 08:54:50 UTC,0.0171,122502.91416444916,194990.46,72487.545835550831,2435.5290842589538,116,4,Aprovada
340,425,89,2010-09-09 22:49:32 UTC,0.0177,83015.700953718071,165487.9,82472.199046281923,1699.3214655878971,114,5,Aprovada
1073,979,89,2016-08-07 08:21:22 UTC,0.0099,185333.3357157904,226866.22,41532.88428420962,4791.926687980842,49,4,Aprovada
1178,664,89,2022-10-02 06:14:43 UTC,0.0205,41309.921253649038,60180.57,18870.648746350962,1039.8179476605726,83,4,Aprovada
1289,727,89,2015-08-19 08:01:47 UTC,0.0097,112400.39138272466,143072.18,30671.788617275328,2116.2830006695553,75,4,Aprovada
984,492,90,2016-07-23 14:36:42 UTC,0.0249,13082.901030814424,21427.62,8344.7189691855747,435.6610551184466,56,2,Aprovada
1267,682,90,2014-12-31 06:07:12 UTC,0.0197,92780.476459247075,134662.28,41881.803540752924,2563.2225554848333,64,1,Aprovada
1382,549,90,2010-04-21 18:44:21 UTC,0.0213,93389.796947875977,120605.6,27215.803052124025,2169.6255601967691,118,1,Aprovada
1642,702,90,2012-09-16 12:09:03 UTC,0.0138,67181.272315522729,125046.97,57865.697684477273,1242.7026874240403,100,6,Aprovada
396,216,91,2011-06-11 00:58:32 UTC,0.0216,15669.847528740198,23617.02,7947.1724712598025,715.14370025882113,30,5,Aprovada
1127,518,91,2020-05-03 07:29:37 UTC,0.0148,53583.390030345108,78606.22,25022.829969654897,18392.408454213222,3,0,Aprovada
1672,849,91,2013-03-15 09:17:38 UTC,0.0245,75163.8698912625,116332.44,41168.570108737506,2103.9393363080617,86,6,Aprovada
855,271,92,2012-01-20 13:16:55 UTC,0.0233,150893.59845109552,233031.73,82138.1315489045,4624.7502117435188,62,2,Aprovada
1418,81,92,2012-06-10 22:30:10 UTC,0.0091,190412.9324806286,248007.51,57594.577519371393,96507.996588876355,2,1,Aprovada
1481,303,92,2015-01-16 08:00:35 UTC,0.0186,55585.784984020283,73368.85,17783.065015979719,1294.3504358497398,87,6,Aprovada
907,235,93,2013-12-22 07:15:09 UTC,0.0105,33146.904890391583,44139.93,10993.025109608414,522.55023178254487,105,6,Aprovada
1070,527,93,2022-04-13 23:49:59 UTC,0.021,163470.992098073,217503.14,54032.147901927019,3986.4156273374729,95,0,Aprovada
1213,637,93,2010-08-03 01:03:08 UTC,0.0178,139806.76702179213,231570.63,91763.862978207879,8737.2161545712734,19,1,Aprovada
188,635,94,2016-10-08 19:08:34 UTC,0.0228,13356.915572556492,19503.93,6147.0144274435088,1005.6912990831893,16,3,Aprovada
506,742,94,2015-11-14 07:28:00 UTC,0.0205,49202.422194073966,68158.82,18956.397805926037,1141.4772470205178,106,0,Aprovada
1026,181,94,2018-07-21 20:24:01 UTC,0.0126,137778.799028273,233453.55,95674.750971726986,12443.484866703418,12,3,Aprovada
1064,831,94,2012-09-01 14:17:08 UTC,0.0237,112233.01374878056,175543.59,63310.576251219441,3706.052172395981,54,5,Aprovada
1527,951,94,2013-02-06 06:14:55 UTC,0.0114,29919.041661516414,59601.77,29682.728338483583,641.01397031493559,67,6,Aprovada
1657,143,94,2012-12-04 16:03:16 UTC,0.0234,59345.808477980885,88251.41,28905.601522019115,3609.2654495831584,21,2,Aprovada
1913,699,94,2016-01-16 04:12:58 UTC,0.021,33977.575997575135,67827.46,33849.884002424871,1207.6518267205854,43,2,Aprovada
339,214,96,2014-08-06 05:00:39 UTC,0.0157,20300.2056000445,33173.7,12873.494399955496,6980.3139571651363,3,0,Aprovada
465,636,96,2018-03-04 07:00:16 UTC,0.0171,43189.578347272567,78054.7,34865.12165272743,1326.2700054496042,48,5,Aprovada
602,192,96,2021-12-29 16:03:05 UTC,0.024,48985.851874697459,97783.57,48797.718125302548,1266.7335370501444,111,4,Aprovada
1747,742,96,2021-12-29 01:19:30 UTC,0.0148,23857.954672780208,35765.89,11907.93532721979,602.72467034205044,60,1,Aprovada
351,36,97,2012-10-13 07:03:12 UTC,0.0153,164684.02167572262,228215.07,63531.0483242774,3052.0676049656131,115,6,Aprovada
511,782,97,2022-09-18 14:47:48 UTC,0.0216,126307.614882404,243616.6,117308.985117596,4539.1549910143849,43,5,Aprovada
903,845,97,2019-04-27 18:05:07 UTC,0.0239,95121.372381954192,167885.94,72764.56761804581,5424.0525050793112,23,3,Aprovada
1130,15,97,2022-07-24 21:05:07 UTC,0.011,30531.58276293402,41233.61,10702.027237065979,489.2889333838018,106,3,Aprovada
1211,802,97,2018-09-13 23:33:09 UTC,0.0238,14199.551719311841,24425.14,10225.588280688158,393.85876885240157,83,3,Aprovada
1445,832,97,2021-01-05 01:58:46 UTC,0.011,117153.43398258369,148156.89,31003.456017416316,4480.5849479512854,31,6,Aprovada
1463,193,97,2011-11-10 23:13:01 UTC,0.0116,8431.5642221959588,16504.27,8072.7057778040416,135.46270558463945,111,6,Aprovada
1810,191,97,2015-10-01 13:51:28 UTC,0.0086,60684.478304617456,93439.38,32754.901695382552,1071.1250411464921,78,6,Aprovada
1948,156,97,2011-06-29 14:18:57 UTC,0.0093,14963.265629096513,18834.47,3871.2043709034879,237.88763784976931,95,4,Aprovada
1312,813,98,2021-10-05 07:36:19 UTC,0.0174,13271.073607703082,22344.63,9073.55639229692,292.93414418419184,90,4,Aprovada
1334,672,98,2014-06-14 12:16:36 UTC,0.0117,158040.06008317714,198474.63,40434.56991682286,9325.0250874801568,19,3,Aprovada
1436,821,98,2013-08-16 12:38:48 UTC,0.0235,102961.21927715605,135519.05,32557.83072284393,2613.3941306283727,112,4,Aprovada
1696,75,98,2011-06-17 04:03:46 UTC,0.0248,9723.6522539628713,12962.7,3239.0477460371289,328.70392000902,54,4,Aprovada
1929,978,98,2012-11-08 00:22:02 UTC,0.0157,48415.588065476084,77644.96,29229.371934523926,1003.1930404035293,91,4,Aprovada
26,83,99,2011-01-27 08:53:45 UTC,0.0093,190280.36313810266,234441.83,44161.466861897316,3108.2847981997343,91,6,Aprovada
363,49,99,2015-02-01 16:20:11 UTC,0.0112,125315.82411539707,217409.12,92093.295884602921,2544.79818242763,72,5,Aprovada
759,907,99,2012-10-26 23:37:44 UTC,0.0131,84750.416109920654,159885.48,75135.063890079356,1728.4082802789264,79,2,Aprovada
993,46,99,2020-11-03 03:51:22 UTC,0.0166,7990.3747413928213,11443.64,3453.2652586071786,182.28798876065198,79,6,Aprovada
1253,899,99,2014-02-04 03:34:28 UTC,0.0103,153132.1612978722,187128.35,33996.188702127794,3995.5657959447467,49,2,Aprovada
1356,606,99,2013-05-19 18:03:06 UTC,0.0203,122510.44684903935,202342.29,79831.84315096066,5779.1239716639775,28,4,Aprovada
1378,353,99,2018-06-12 03:57:45 UTC,0.0231,63497.216414427465,102910.38,39413.16358557254,1755.8215278510763,79,0,Aprovada
1528,593,99,2016-08-12 03:09:18 UTC,0.0123,137478.28403072228,241807.06,104328.77596927772,6210.2849624284827,26,6,Aprovada
1836,348,99,2014-07-13 06:30:03 UTC,0.0189,2137.0302899476073,3534.67,1397.6397100523925,73.042543329544657,43,6,Aprovada
126,881,100,2015-05-19 15:45:09 UTC,0.0207,64165.870681044653,102698.22,38532.349318955348,1596.8466455348776,87,3,Aprovada
1899,963,100,2015-01-31 03:13:39 UTC,0.0149,52742.83909483043,68446.29,15703.45090516956,1000.8180054396671,104,0,Aprovada
397,679,1,2016-03-09 09:28:40 UTC,0.0226,61955.253070410035,87290.12,25334.866929589964,1524.9898918215317,112,1,Em análise
768,144,1,2016-01-28 03:50:17 UTC,0.0246,77445.594694857442,119795.73,42350.135305142554,2066.2145094105726,105,3,Em análise
888,690,1,2019-12-01 11:00:58 UTC,0.0094,79516.507359288575,140657.41,61140.902640711429,2676.6497271980265,35,0,Em análise
915,272,1,2017-07-02 17:05:59 UTC,0.025,107635.43300352257,158620.45,50985.016996477432,7185.807717027541,19,1,Em análise
1017,843,1,2010-01-03 20:05:18 UTC,0.0228,76028.563369068026,138815.88,62787.316630931986,2024.7742212100216,86,6,Em análise
1670,370,1,2016-07-20 12:27:44 UTC,0.0154,96552.032984531659,133711.72,37159.687015468349,1960.0696942277598,93,5,Em análise
1236,920,2,2021-02-17 23:51:34 UTC,0.0137,23959.921382500423,42326.16,18366.238617499581,443.57925971564435,99,1,Em análise
1620,540,2,2012-06-08 08:03:18 UTC,0.0236,21384.383376371159,25395.3,4010.9166236288388,11072.16669198515,2,0,Em análise
1729,647,2,2010-09-23 16:39:54 UTC,0.0142,88228.672111050226,126716.15,38487.477888949761,1550.7544118741714,117,2,Em análise
317,331,3,2011-07-20 19:19:38 UTC,0.0175,59473.071245740779,84424.06,24950.988754259222,2155.8927626783234,38,3,Em análise
311,166,4,2014-03-22 09:09:55 UTC,0.022,119945.29477600379,143228.38,23283.085223996208,4172.0183455181259,46,0,Em análise
830,223,4,2022-02-24 08:54:54 UTC,0.0168,49903.522652479907,70159.91,20256.387347520093,1152.6713593961433,78,3,Em análise
1484,31,4,2021-07-13 13:37:16 UTC,0.0117,137722.2692440401,207913.53,70191.2607559599,2840.8198777781909,72,5,Em análise
1645,169,4,2021-01-12 23:53:55 UTC,0.0081,23609.294634542748,31956.29,8346.9953654572528,2252.0119975228531,11,2,Em análise
1076,442,5,2011-06-19 03:27:20 UTC,0.0102,67935.326981897655,85140.2,17204.873018102338,4372.9693268899518,17,6,Em análise
1937,251,5,2020-05-04 15:43:28 UTC,0.0113,127390.89511624986,238393.65,111002.75488375014,2595.0639060020931,72,5,Em análise
493,921,6,2022-05-12 01:37:28 UTC,0.0136,71727.563025354073,113574.72,41847.156974645928,14936.080033007232,5,2,Em análise
671,592,6,2011-04-27 01:58:33 UTC,0.0174,156914.77554417256,207172.35,50257.574455827445,8645.6640841619919,22,2,Em análise
1622,539,6,2021-02-06 09:13:35 UTC,0.0181,1636.6874274705779,1952.81,316.12257252942214,37.151045819187416,89,1,Em análise
387,555,7,2012-07-05 12:54:05 UTC,0.0093,141256.47522244198,166243.96,24987.484777558009,1958.6235337472351,120,5,Em análise
595,469,7,2018-06-16 04:28:43 UTC,0.0083,96236.517089330679,139447.52,43211.002910669311,1636.647105595574,81,5,Em análise
939,213,7,2015-05-29 00:59:18 UTC,0.0165,14734.154797101752,25810.81,11076.65520289825,377.88337842937739,63,4,Em análise
1433,495,7,2013-08-12 04:15:35 UTC,0.009,129773.93426570958,230460.81,100686.87573429041,2208.4226117150588,84,1,Em análise
1991,599,7,2018-06-20 12:59:34 UTC,0.025,12543.896280725567,19414.09,6870.1937192744326,345.05084737923221,97,4,Em análise
624,69,8,2018-01-06 07:51:33 UTC,0.0224,79888.6711788398,109159.52,29270.848821160209,2102.3374791102015,86,4,Em análise
1139,753,8,2018-06-11 22:36:09 UTC,0.0173,64453.973435294123,80451.88,15997.90656470588,1349.7137823086323,102,1,Em análise
1678,598,8,2013-08-26 22:45:30 UTC,0.0228,71043.044480812678,136473.69,65430.645519187332,1914.5145500164365,83,5,Em análise
1795,418,8,2018-06-13 15:27:06 UTC,0.0125,86193.077518882856,119993.16,33800.082481117148,2699.6217224305415,41,5,Em análise
201,729,9,2010-03-02 07:15:51 UTC,0.0134,12337.3547837352,18284.34,5946.9852162648,254.100357721032,79,1,Em análise
235,822,9,2015-09-07 13:21:59 UTC,0.0249,84777.073517193581,126949.86,42172.786482806427,3533.0726666676933,37,5,Em análise
342,762,9,2022-01-29 13:36:45 UTC,0.0195,78781.212373116,155280.7,76499.487626884016,2101.4013838460346,68,4,Em análise
1233,194,9,2018-04-09 04:18:29 UTC,0.022,200859.74211234017,241023.8,40164.05788765983,7171.8059574890594,44,2,Em análise
1315,349,9,2013-07-11 01:46:06 UTC,0.0225,14077.39716554675,18349.97,4272.5728344532517,343.31245069216351,115,1,Em análise
1951,48,9,2015-09-09 22:13:42 UTC,0.0187,119479.89375830523,168946.42,49466.526241694781,2541.7844148459517,114,4,Em análise
486,482,10,2022-07-18 20:48:45 UTC,0.0126,125288.09718104328,151666.94,26378.84281895672,2085.2353856056166,113,3,Em análise
980,703,10,2010-10-01 11:10:59 UTC,0.0126,104619.5521815393,125779.06,21159.5078184607,1695.5754793835583,120,0,Em análise
1161,466,10,2012-02-25 10:38:52 UTC,0.0243,135995.57384732552,202864.43,66868.856152674474,3904.8820149413486,78,3,Em análise
1305,969,10,2021-04-17 22:53:35 UTC,0.0154,57348.285000512071,109760.41,52412.124999487933,3672.2875604794908,18,6,Em análise
1357,173,10,2011-07-19 13:36:58 UTC,0.0097,46434.665675081829,80919.2,34484.534324918168,1901.7522166060851,28,3,Em análise
1494,162,10,2019-04-09 02:26:52 UTC,0.0186,168631.67521059938,212208.65,43576.974789400621,8001.3232200807588,27,2,Em análise
1596,118,10,2011-09-24 11:16:44 UTC,0.013,127549.1273525531,159760.66,32211.5326474469,2738.7615161099989,72,1,Em análise
1025,847,11,2017-08-22 13:05:40 UTC,0.0223,59509.8253858955,91298.96,31789.134614104511,2108.6623825409692,45,6,Em análise
1107,980,11,2022-11-18 17:45:26 UTC,0.0159,19349.664866503608,36140.87,16791.205133496394,412.1324877037074,87,6,Em análise
1428,924,11,2012-05-28 08:59:28 UTC,0.0245,24740.024913698704,39246.81,14506.785086301292,681.4380282911693,91,0,Em análise
1451,365,11,2017-03-18 19:49:18 UTC,0.0166,131772.21573193136,184433.19,52660.97426806864,3301.0645158528,66,4,Em análise
1534,708,11,2018-05-05 22:53:38 UTC,0.0213,37921.266453779353,51609.7,13688.433546220642,1861.3566014020946,27,0,Em análise
1610,821,11,2016-06-07 16:20:11 UTC,0.0216,81996.211088241034,154433.47,72437.258911758967,7301.7875079746336,13,5,Em análise
1904,593,11,2019-02-02 09:43:10 UTC,0.0082,59032.849389112263,81907.29,22874.44061088773,807.66373320132254,112,6,Em análise
45,298,12,2021-11-24 10:34:29 UTC,0.0249,90801.170272833071,167563.1,76761.929727166935,2431.6770979394933,108,0,Em análise
518,133,12,2010-01-20 07:48:50 UTC,0.0182,165817.19197901402,219868.31,54051.118020985989,5079.150192128066,50,1,Em análise
1197,282,12,2018-08-19 06:28:17 UTC,0.0086,32204.596041096396,40053.55,7848.9539589036049,461.6069192243844,107,6,Em análise
1218,948,12,2018-02-11 17:39:17 UTC,0.0236,100896.20889722845,142068.35,41172.141102771551,2569.6372566031396,112,5,Em análise
1232,235,12,2013-01-22 08:20:15 UTC,0.0188,105870.62361167108,183510.02,77639.396388328911,18824.168799280211,6,2,Em análise
1319,960,12,2015-06-04 14:54:22 UTC,0.0193,31979.2627791834,38086.4,6107.1372208166031,5695.6444019887213,6,4,Em análise
1719,276,12,2018-07-29 04:11:23 UTC,0.0112,119323.20478646886,189724.55,70401.345213531124,3717.4166267216283,40,1,Em análise
57,950,13,2013-03-28 23:21:05 UTC,0.0113,107840.64560249826,144234.53,36393.884397501744,2039.3497357765207,81,2,Em análise
202,813,13,2022-09-16 22:30:47 UTC,0.0177,102638.11019775397,198722.53,96084.419802246033,3377.3430363922807,44,5,Em análise
328,835,13,2015-01-06 09:04:26 UTC,0.0146,31142.433223718232,61877.24,30734.806776281766,602.32928929313584,97,1,Em análise
857,182,13,2022-08-24 20:10:51 UTC,0.0151,131839.59103658475,234725.24,102885.64896341522,2385.749016432866,120,1,Em análise
892,493,13,2011-07-26 23:37:58 UTC,0.0191,61159.1494312517,105877.22,44718.0705687483,1522.9454949200613,77,4,Em análise
908,167,13,2015-12-22 08:10:11 UTC,0.0211,36978.987589161778,51063.39,14084.402410838224,1101.627474790077,59,1,Em análise
1368,972,13,2010-08-04 09:34:38 UTC,0.017,165372.25904387073,209244.59,43872.330956129255,3601.2116057800963,90,5,Em análise
97,552,14,2017-10-16 15:04:51 UTC,0.0201,82610.009588621266,124376.52,41766.510411378746,2000.8827997918545,89,0,Em análise
139,722,14,2011-12-17 06:20:56 UTC,0.0207,166568.53743655331,214209.91,47641.3725634467,4218.1186244219261,83,2,Em análise
320,832,14,2012-08-14 04:04:28 UTC,0.023,83896.066523483256,130573.16,46677.093476516755,2324.011245943193,78,5,Em análise
831,930,14,2018-01-17 21:12:44 UTC,0.0082,39450.684388810885,47487.52,8036.835611189108,626.25216793672848,89,0,Em análise
1068,219,14,2015-02-04 07:48:16 UTC,0.0204,40254.621882770465,71168.65,30914.028117229529,1725.2606834539554,32,4,Em análise
1425,682,14,2017-12-17 00:23:37 UTC,0.0199,41794.259403403463,76403.18,34608.92059659653,1669.2419389630495,35,4,Em análise
1486,48,14,2015-10-10 08:34:37 UTC,0.0226,77772.970637101884,113222.4,35449.42936289811,79530.639773500545,1,0,Em análise
1988,7,14,2022-04-05 10:57:41 UTC,0.0244,82768.581805724854,115375.51,32606.928194275137,4597.2046978288545,24,4,Em análise
365,645,15,2013-09-16 16:00:04 UTC,0.0168,159566.14510054735,208865.39,49299.244899452649,3359.3597668860689,96,3,Em análise
600,521,15,2014-01-11 00:16:06 UTC,0.0107,90076.223805614049,146615.74,56539.516194385935,1768.2682421526401,74,3,Em análise
961,123,15,2016-12-31 08:17:11 UTC,0.0171,152376.97192516783,245028.53,92651.558074832181,3620.7955405160237,75,4,Em análise
1061,706,15,2019-04-05 08:25:36 UTC,0.0136,103239.02100248325,162632.47,59393.448997516753,2276.4958171842259,71,2,Em análise
1279,408,15,2011-12-16 19:08:15 UTC,0.0218,68276.899402495765,81102.92,12826.020597504226,2255.8120087680672,50,0,Em análise
1201,726,16,2011-01-24 19:42:38 UTC,0.0186,90739.473613615351,108373.61,17634.136386384656,2253.4318975760193,75,6,Em análise
1617,27,16,2016-03-13 23:48:07 UTC,0.0095,25773.697935710661,46882.51,21108.812064289341,380.66810641847786,109,6,Em análise
1767,400,16,2021-04-13 20:39:24 UTC,0.0123,56569.254245718046,80760.58,24191.325754281956,1338.6625805399344,60,3,Em análise
1839,504,16,2021-05-30 06:14:25 UTC,0.0155,98488.916794291712,145228.75,46739.833205708288,3154.9656381326381,43,3,Em análise
181,667,17,2016-04-07 17:34:04 UTC,0.0114,61740.464390310968,82757.33,21016.865609689034,1517.1939570813254,55,0,Em análise
189,690,17,2020-11-27 00:26:31 UTC,0.0129,19572.889336991626,32461.13,12888.240663008373,732.053818707244,33,1,Em análise
349,147,17,2012-01-05 08:59:53 UTC,0.0189,27524.2368709942,52447.68,24923.443129005802,717.27134848009268,69,2,Em análise
457,474,17,2020-12-23 02:44:41 UTC,0.0084,187030.76982446609,238235.74,51204.97017553389,12541.496612208306,16,3,Em análise
1286,799,17,2011-05-14 04:54:51 UTC,0.0185,190959.71635700905,231287.71,40327.993642990936,17891.142085460688,12,5,Em análise
1618,463,17,2016-01-02 20:36:12 UTC,0.0211,91289.0214073146,108764.32,17475.298592685409,2233.4465339414196,95,2,Em análise
833,324,18,2021-09-01 00:48:21 UTC,0.0221,130988.74050687405,162328.81,31340.069493125953,3168.776444283762,112,0,Em análise
1144,235,18,2010-07-14 19:20:51 UTC,0.0118,108675.98158643373,210629.13,101953.14841356628,2662.9612300499189,56,4,Em análise
1476,928,18,2018-12-06 14:43:05 UTC,0.0211,154585.06840169465,236248.08,81663.01159830534,13720.738637578563,13,0,Em análise
1522,273,18,2010-05-25 07:21:37 UTC,0.0182,125651.83685605395,236633.76,110981.92314394606,4305.2861733346572,42,5,Em análise
1591,260,18,2010-09-25 20:06:42 UTC,0.0193,115049.78590409241,199024.51,83974.7240959076,24359.209649654247,5,4,Em análise
1824,708,18,2016-04-06 15:53:27 UTC,0.0226,138655.67727417548,197860.73,59205.05272582452,3763.273362683884,80,5,Em análise
737,157,19,2010-10-30 17:18:23 UTC,0.0217,99389.953555550834,159316.57,59926.616444449181,2365.910547092928,113,6,Em análise
1326,904,19,2016-01-01 03:17:54 UTC,0.0231,25485.402265511992,37107.3,11621.897734488011,771.80411153762861,63,2,Em análise
1523,247,19,2020-07-31 08:21:22 UTC,0.0215,75466.065013287691,142225.29,66759.224986712317,2536.0282361951404,48,3,Em análise
174,530,20,2011-06-11 02:50:28 UTC,0.0181,51830.178805221884,93711.89,41881.711194778116,4844.0316793257207,12,0,Em análise
233,866,20,2020-11-26 22:35:25 UTC,0.0248,33518.425014985842,65218.6,31700.174985014153,4670.7401492791932,8,1,Em análise
305,482,20,2016-09-12 23:53:15 UTC,0.0198,135352.84292418923,200233.71,64880.867075810762,3440.1829371173658,77,0,Em análise
702,910,20,2014-10-16 15:43:01 UTC,0.014,98342.1071550252,134155.29,35813.182844974814,3932.1717510506492,31,5,Em análise
1379,101,20,2020-07-28 00:07:36 UTC,0.0193,53602.970384503562,89103.04,35500.069615496432,1722.7564169065549,48,4,Em análise
1850,602,20,2012-10-14 21:55:11 UTC,0.0158,11526.102758476611,22325.93,10799.82724152339,223.16490128754822,108,4,Em análise
1863,492,20,2013-10-22 12:19:57 UTC,0.0151,127406.3574152817,196109.76,68703.402584718307,5780.9069772239263,27,4,Em análise
577,752,21,2019-03-31 17:05:35 UTC,0.0172,16502.489573658113,28916.44,12413.950426341886,379.0828923989688,81,6,Em análise
604,911,21,2017-04-05 17:07:50 UTC,0.0095,111488.41720778687,156289.02,44800.602792213111,2542.1225881406908,57,0,Em análise
1666,544,21,2013-03-02 00:43:51 UTC,0.0239,64049.301846919538,106188.84,42139.538153080459,2124.057187645717,54,2,Em análise
11,706,23,2015-04-12 04:33:31 UTC,0.0178,7450.5597318737027,11583.22,4132.6602681262966,152.2911659132443,116,1,Em análise
55,607,23,2020-06-04 16:50:24 UTC,0.0169,82374.842150354962,100418.72,18043.877849645036,8269.1657167616522,11,2,Em análise
176,599,23,2010-02-18 18:49:39 UTC,0.02,123385.94800583144,217428.35,94042.401994168569,16843.390978204923,8,3,Em análise
815,120,23,2014-07-07 13:26:25 UTC,0.0135,197133.31968089868,246001.18,48867.8603191013,5372.5432819856333,51,3,Em análise
1730,842,23,2011-09-18 14:17:27 UTC,0.0096,6452.3695170105857,12480.59,6028.2204829894144,183.8603221776612,43,0,Em análise
1922,252,23,2015-09-25 17:06:36 UTC,0.0119,41283.32466872847,67822.99,26539.665331271532,697.51569892974987,103,6,Em análise
771,557,24,2016-12-15 14:48:48 UTC,0.0159,8192.67866766582,9644.34,1451.661332334181,173.57504666811559,88,0,Em análise
1258,139,24,2014-02-22 12:31:44 UTC,0.0247,64667.95970118438,79608.76,14940.800298815617,4305.5781307329044,19,2,Em análise
434,859,25,2017-06-27 17:45:08 UTC,0.0096,52629.602533629164,77727.42,25097.817466370831,1104.486671021695,64,3,Em análise
742,83,25,2017-11-10 16:34:56 UTC,0.0113,144793.33735597634,219831.34,75038.002644023654,3375.7840746385486,59,4,Em análise
155,140,26,2010-08-10 14:49:13 UTC,0.0127,109902.58590443079,205505.77,95603.1840955692,1946.9052289712363,100,4,Em análise
183,803,26,2017-05-03 12:20:24 UTC,0.0084,140983.5877960693,241213.51,100229.92220393071,2089.4851591475349,100,1,Em análise
738,120,26,2016-09-04 11:18:44 UTC,0.0108,24392.713911643452,40416.16,16023.446088356552,1426.945543499218,19,5,Em análise
1058,44,26,2014-03-29 13:57:44 UTC,0.008,112878.56716493756,162656.39,49777.822835062463,2942.7197820974593,46,1,Em análise
1100,904,26,2017-06-29 09:05:28 UTC,0.022,168843.91730563663,244055.69,75211.772694363375,5054.878786377697,61,2,Em análise
1526,735,26,2022-05-29 04:33:30 UTC,0.0108,110065.12037827582,194494.67,84429.549621724189,8513.4153926102481,14,3,Em análise
1648,323,26,2022-01-21 11:07:44 UTC,0.0199,10436.763964101152,12302.68,1865.916035898849,229.23805129568467,120,6,Em análise
1771,61,26,2014-10-15 00:14:58 UTC,0.0225,27737.83980325465,46672.24,18934.400196745348,757.683816584397,78,0,Em análise
1794,559,26,2019-04-24 10:21:51 UTC,0.0093,12449.862887367552,17115.37,4665.5071126324474,464.12999676324642,31,4,Em análise
336,218,27,2022-12-07 00:48:42 UTC,0.0087,16572.916373331398,27027.59,10454.6736266686,272.38345224443248,87,3,Em análise
570,275,27,2014-05-20 15:55:55 UTC,0.0249,17183.362065470894,24405.58,7222.2179345291061,462.85091431721577,105,5,Em análise
1318,811,27,2019-03-01 10:32:37 UTC,0.0217,159992.40222369033,204814.51,44822.107776309691,10365.292191162447,19,3,Em análise
